1,2470,387.83,158.47,100.51,182.14,1,-1,-1,-1
1,2469,477.42,133.57,60.97,206.67,1,-1,-1,-1
2,2470,415.57,156.44,91.03,180.40,1,-1,-1,-1
2,2469,499.91,136.94,64.18,207.70,1,-1,-1,-1
3,2470,423.52,157.99,85.95,179.82,1,-1,-1,-1
3,2469,500.92,125.44,67.83,208.26,1,-1,-1,-1
4,2470,436.54,153.57,84.67,188.92,1,-1,-1,-1
4,2469,514.20,133.49,62.46,207.22,1,-1,-1,-1
5,2470,453.58,154.32,74.00,185.24,1,-1,-1,-1
5,2469,522.13,126.29,73.69,220.39,1,-1,-1,-1
6,2470,462.44,155.01,79.30,187.09,1,-1,-1,-1
6,2469,534.99,137.71,69.92,214.00,1,-1,-1,-1
7,2470,477.45,150.89,76.65,191.50,1,-1,-1,-1
7,2469,548.71,138.48,67.79,208.48,1,-1,-1,-1
8,2470,490.84,153.68,73.22,184.48,1,-1,-1,-1
8,2469,558.53,139.62,64.18,200.59,1,-1,-1,-1
9,2470,504.86,160.02,70.40,183.50,1,-1,-1,-1
9,2469,574.82,139.72,60.21,199.61,1,-1,-1,-1
10,2470,520.50,156.07,72.09,186.34,1,-1,-1,-1
10,2469,583.58,135.56,60.92,200.21,1,-1,-1,-1
11,2470,531.41,157.16,75.56,185.90,1,-1,-1,-1
11,2469,600.16,143.22,60.16,197.30,1,-1,-1,-1
12,2470,546.49,155.30,78.31,190.25,1,-1,-1,-1
12,2469,613.74,146.24,60.93,199.48,1,-1,-1,-1
13,2470,559.85,154.16,88.45,199.84,1,-1,-1,-1
13,2469,627.82,149.33,64.08,201.97,1,-1,-1,-1
14,2471,257.83,133.24,74.49,177.39,1,-1,-1,-1
14,2470,574.08,157.13,85.97,198.52,1,-1,-1,-1
14,2469,642.70,151.60,60.87,203.93,1,-1,-1,-1
15,2472,492.85,138.56,32.72,59.98,1,-1,-1,-1
15,2471,272.46,135.35,73.85,164.54,1,-1,-1,-1
15,2470,591.85,153.14,83.97,203.20,1,-1,-1,-1
15,2469,654.87,151.05,63.37,207.44,1,-1,-1,-1
16,2471,280.98,139.74,78.83,179.32,1,-1,-1,-1
16,2470,594.36,151.38,84.48,203.30,1,-1,-1,-1
16,2469,662.97,148.59,66.34,211.64,1,-1,-1,-1
17,2471,292.59,126.38,85.32,202.62,1,-1,-1,-1
17,2470,601.91,146.69,100.03,211.37,1,-1,-1,-1
17,2469,677.36,145.44,70.36,212.10,1,-1,-1,-1
18,2474,492.30,131.73,36.24,71.15,1,-1,-1,-1
18,2471,306.32,122.43,91.64,213.10,1,-1,-1,-1
18,2470,611.62,147.23,99.39,213.82,1,-1,-1,-1
18,2469,691.98,147.86,71.12,214.31,1,-1,-1,-1
19,2471,307.42,104.67,102.55,229.63,1,-1,-1,-1
19,2470,624.85,150.81,97.25,212.81,1,-1,-1,-1
19,2469,701.22,146.18,71.52,212.01,1,-1,-1,-1
20,2471,327.98,116.74,93.05,214.38,1,-1,-1,-1
20,2470,644.53,149.46,89.90,210.19,1,-1,-1,-1
20,2469,714.91,136.49,69.46,209.89,1,-1,-1,-1
21,2471,344.43,122.19,88.56,214.59,1,-1,-1,-1
21,2470,657.87,148.95,87.43,213.86,1,-1,-1,-1
21,2469,722.91,139.02,75.68,218.41,1,-1,-1,-1
22,2479,282.80,129.51,79.69,213.41,1,-1,-1,-1
22,2478,1026.38,143.84,115.51,228.53,1,-1,-1,-1
22,2471,356.84,130.71,86.32,212.81,1,-1,-1,-1
22,2470,678.91,148.61,98.66,211.72,1,-1,-1,-1
23,2479,298.71,124.44,77.33,212.99,1,-1,-1,-1
23,2478,990.27,146.12,123.50,231.55,1,-1,-1,-1
23,2471,381.75,126.96,86.29,210.87,1,-1,-1,-1
23,2470,696.94,149.26,104.25,213.73,1,-1,-1,-1
24,2481,515.17,137.10,32.25,62.11,1,-1,-1,-1
24,2479,311.81,128.23,80.06,209.53,1,-1,-1,-1
24,2478,963.45,149.45,116.05,225.84,1,-1,-1,-1
24,2471,393.81,134.66,84.83,201.64,1,-1,-1,-1
24,2470,708.91,146.92,110.54,219.14,1,-1,-1,-1
25,2481,519.88,132.29,28.79,58.09,1,-1,-1,-1
25,2479,321.69,119.40,85.25,220.25,1,-1,-1,-1
25,2478,933.88,149.79,108.79,215.30,1,-1,-1,-1
25,2471,394.91,132.41,88.23,200.67,1,-1,-1,-1
25,2470,722.36,144.23,103.56,217.90,1,-1,-1,-1
26,2482,810.85,140.80,73.22,211.57,1,-1,-1,-1
26,2481,511.57,138.23,33.54,52.19,1,-1,-1,-1
26,2479,332.31,121.15,81.75,215.60,1,-1,-1,-1
26,2478,913.37,151.99,97.97,210.93,1,-1,-1,-1
26,2471,421.54,136.90,82.38,194.97,1,-1,-1,-1
26,2470,741.62,142.88,99.88,216.64,1,-1,-1,-1
27,2482,827.01,134.43,74.81,221.65,1,-1,-1,-1
27,2481,510.83,138.20,31.46,55.81,1,-1,-1,-1
27,2479,339.22,122.87,82.20,214.42,1,-1,-1,-1
27,2478,891.96,150.83,96.34,212.91,1,-1,-1,-1
27,2471,436.00,136.31,77.76,195.85,1,-1,-1,-1
27,2470,751.56,144.12,106.19,214.87,1,-1,-1,-1
28,2481,515.98,141.01,31.14,59.27,1,-1,-1,-1
28,2479,347.47,123.77,86.60,220.08,1,-1,-1,-1
28,2478,862.54,153.99,92.71,211.32,1,-1,-1,-1
28,2471,445.08,138.55,78.97,194.44,1,-1,-1,-1
28,2470,760.18,150.91,115.57,206.62,1,-1,-1,-1
29,2481,513.23,144.74,29.93,59.56,1,-1,-1,-1
29,2479,366.11,123.67,81.98,217.91,1,-1,-1,-1
29,2478,854.07,147.13,87.66,210.09,1,-1,-1,-1
29,2471,461.85,141.87,74.89,193.17,1,-1,-1,-1
29,2470,771.86,156.32,124.49,203.80,1,-1,-1,-1
30,2479,378.38,129.03,78.51,216.45,1,-1,-1,-1
30,2471,481.81,141.03,71.66,197.42,1,-1,-1,-1
30,2470,791.15,156.94,114.02,203.82,1,-1,-1,-1
31,2479,390.44,134.01,80.26,218.46,1,-1,-1,-1
31,2471,494.92,144.91,68.07,195.35,1,-1,-1,-1
31,2470,796.04,159.28,105.61,197.48,1,-1,-1,-1
32,2479,394.65,129.49,82.20,216.38,1,-1,-1,-1
32,2471,505.24,143.63,64.04,192.25,1,-1,-1,-1
32,2470,832.88,152.72,111.55,207.32,1,-1,-1,-1
33,2485,937.68,152.34,89.04,193.03,1,-1,-1,-1
33,2479,415.78,128.65,79.09,213.36,1,-1,-1,-1
33,2471,521.01,145.38,61.60,195.08,1,-1,-1,-1
33,2470,862.54,149.06,114.39,213.85,1,-1,-1,-1
34,2479,430.33,127.96,74.69,212.83,1,-1,-1,-1
34,2471,536.63,144.10,67.39,194.45,1,-1,-1,-1
34,2470,894.75,146.29,131.20,220.05,1,-1,-1,-1
35,2486,711.96,150.99,82.30,206.85,1,-1,-1,-1
35,2479,441.03,123.69,75.63,218.29,1,-1,-1,-1
35,2471,547.89,144.95,70.42,198.24,1,-1,-1,-1
35,2470,924.41,145.24,136.42,221.23,1,-1,-1,-1
36,2486,686.37,146.97,88.85,206.22,1,-1,-1,-1
36,2479,454.88,125.03,78.36,223.48,1,-1,-1,-1
36,2471,561.02,148.45,70.01,196.52,1,-1,-1,-1
36,2470,947.54,141.43,144.43,225.88,1,-1,-1,-1
37,2486,669.79,159.80,80.02,197.17,1,-1,-1,-1
37,2479,467.45,127.67,77.78,219.79,1,-1,-1,-1
37,2471,576.90,156.45,67.42,198.16,1,-1,-1,-1
37,2470,967.76,140.70,144.24,227.79,1,-1,-1,-1
38,2486,650.08,156.70,73.06,189.51,1,-1,-1,-1
38,2479,482.41,132.26,75.23,217.12,1,-1,-1,-1
38,2471,589.27,154.95,69.24,197.81,1,-1,-1,-1
38,2470,992.33,142.69,142.41,222.61,1,-1,-1,-1
39,2479,496.18,136.15,73.34,215.62,1,-1,-1,-1
39,2471,606.29,152.34,77.39,203.56,1,-1,-1,-1
39,2470,1017.33,139.67,151.76,225.36,1,-1,-1,-1
40,2479,517.10,130.69,72.66,208.89,1,-1,-1,-1
40,2471,620.17,152.09,81.35,199.35,1,-1,-1,-1
40,2470,1050.15,141.61,151.66,223.86,1,-1,-1,-1
41,2479,527.93,143.73,74.94,212.31,1,-1,-1,-1
41,2471,635.86,148.15,80.95,199.98,1,-1,-1,-1
41,2470,1070.33,139.74,153.18,218.45,1,-1,-1,-1
42,2479,542.40,142.79,87.14,214.31,1,-1,-1,-1
42,2471,646.42,146.87,77.26,199.86,1,-1,-1,-1
42,2470,1094.98,139.27,143.48,221.25,1,-1,-1,-1
43,2479,551.57,142.41,87.03,210.36,1,-1,-1,-1
43,2471,666.27,153.82,74.84,200.54,1,-1,-1,-1
43,2470,1121.86,145.69,126.41,216.86,1,-1,-1,-1
44,2479,581.94,139.08,78.43,207.95,1,-1,-1,-1
44,2471,675.18,150.06,83.66,209.67,1,-1,-1,-1
44,2470,1147.32,140.53,106.16,217.53,1,-1,-1,-1
45,2479,593.95,136.01,81.03,218.77,1,-1,-1,-1
45,2471,691.42,153.49,85.33,206.11,1,-1,-1,-1
46,2479,614.45,137.26,78.99,218.08,1,-1,-1,-1
46,2471,707.38,152.56,87.20,206.82,1,-1,-1,-1
47,2488,484.90,152.72,58.39,163.93,1,-1,-1,-1
47,2479,631.83,130.28,79.05,225.62,1,-1,-1,-1
47,2471,719.22,152.64,88.42,210.01,1,-1,-1,-1
48,2488,458.55,145.30,60.63,177.39,1,-1,-1,-1
48,2479,642.09,134.00,88.87,226.43,1,-1,-1,-1
48,2471,733.52,147.64,87.51,214.36,1,-1,-1,-1
49,2489,551.86,137.72,29.86,76.01,1,-1,-1,-1
49,2488,429.93,144.52,76.94,184.68,1,-1,-1,-1
49,2479,663.89,130.59,88.91,232.48,1,-1,-1,-1
49,2471,753.11,142.84,88.05,217.04,1,-1,-1,-1
50,2488,410.60,145.49,78.15,185.50,1,-1,-1,-1
50,2479,681.28,126.54,86.35,236.69,1,-1,-1,-1
50,2471,767.78,139.18,90.00,218.88,1,-1,-1,-1
51,2492,522.83,133.98,24.65,74.19,1,-1,-1,-1
51,2491,582.78,136.01,31.99,73.62,1,-1,-1,-1
51,2488,386.63,133.76,82.46,195.78,1,-1,-1,-1
51,2479,697.95,121.04,90.25,243.32,1,-1,-1,-1
51,2471,789.36,138.06,89.14,224.03,1,-1,-1,-1
52,2492,513.97,131.94,27.34,77.27,1,-1,-1,-1
52,2491,580.86,142.16,35.10,78.59,1,-1,-1,-1
52,2488,367.00,138.10,83.45,196.01,1,-1,-1,-1
52,2479,711.12,113.54,97.21,251.49,1,-1,-1,-1
52,2471,817.92,139.21,86.43,222.30,1,-1,-1,-1
53,2495,529.07,133.78,32.96,79.60,1,-1,-1,-1
53,2492,511.88,134.77,27.73,74.08,1,-1,-1,-1
53,2491,579.76,147.87,34.82,78.18,1,-1,-1,-1
53,2488,334.68,120.38,102.43,221.92,1,-1,-1,-1
53,2479,727.55,114.45,98.82,250.90,1,-1,-1,-1
53,2471,843.85,136.96,85.07,222.75,1,-1,-1,-1
54,2496,564.25,139.64,28.26,78.44,1,-1,-1,-1
54,2495,528.22,131.14,28.87,72.13,1,-1,-1,-1
54,2492,512.64,137.39,27.12,69.91,1,-1,-1,-1
54,2491,581.98,142.69,32.66,74.37,1,-1,-1,-1
54,2488,314.94,104.73,113.22,234.62,1,-1,-1,-1
54,2479,745.57,118.88,100.23,250.52,1,-1,-1,-1
54,2471,865.48,133.57,82.67,221.64,1,-1,-1,-1
55,2496,558.50,138.25,26.84,76.34,1,-1,-1,-1
55,2495,523.85,129.99,32.71,78.38,1,-1,-1,-1
55,2491,588.87,138.68,35.50,79.73,1,-1,-1,-1
55,2488,304.11,102.35,104.21,229.91,1,-1,-1,-1
55,2479,767.21,113.11,101.35,254.79,1,-1,-1,-1
55,2471,890.03,135.18,93.65,217.26,1,-1,-1,-1
56,2496,550.36,133.12,28.90,78.88,1,-1,-1,-1
56,2495,527.08,133.53,30.93,73.95,1,-1,-1,-1
56,2491,597.74,140.24,35.85,80.27,1,-1,-1,-1
56,2488,296.64,118.24,94.88,219.46,1,-1,-1,-1
56,2479,789.77,111.46,106.48,249.64,1,-1,-1,-1
56,2471,913.09,141.69,109.27,215.81,1,-1,-1,-1
57,2496,555.34,137.32,32.66,85.55,1,-1,-1,-1
57,2495,533.04,138.75,33.83,78.93,1,-1,-1,-1
57,2491,598.87,143.54,35.13,79.22,1,-1,-1,-1
57,2488,279.22,120.71,94.34,213.83,1,-1,-1,-1
57,2479,814.92,110.11,106.55,254.21,1,-1,-1,-1
57,2471,934.02,139.18,111.90,220.32,1,-1,-1,-1
58,2496,555.31,134.05,35.53,89.63,1,-1,-1,-1
58,2495,533.06,134.73,34.25,79.31,1,-1,-1,-1
58,2491,601.18,142.87,35.75,81.25,1,-1,-1,-1
58,2488,268.95,128.23,93.21,210.79,1,-1,-1,-1
58,2479,838.68,108.84,103.90,256.94,1,-1,-1,-1
58,2471,962.92,138.89,118.56,214.12,1,-1,-1,-1
59,2495,538.32,130.68,34.96,79.60,1,-1,-1,-1
59,2491,601.14,143.01,34.78,79.94,1,-1,-1,-1
59,2488,255.22,130.33,88.23,211.71,1,-1,-1,-1
59,2479,860.65,110.54,111.02,254.62,1,-1,-1,-1
59,2471,989.07,130.66,112.27,212.64,1,-1,-1,-1
60,2495,543.09,137.32,35.78,80.87,1,-1,-1,-1
60,2491,602.28,143.63,35.74,83.38,1,-1,-1,-1
60,2488,243.64,130.83,84.14,200.85,1,-1,-1,-1
60,2479,892.62,107.88,109.40,258.29,1,-1,-1,-1
60,2471,1021.11,133.90,104.70,208.58,1,-1,-1,-1
61,2495,542.14,132.73,35.91,80.30,1,-1,-1,-1
61,2491,605.51,147.30,35.33,82.96,1,-1,-1,-1
61,2479,923.11,101.28,113.90,261.34,1,-1,-1,-1
61,2471,1051.78,135.63,100.41,201.37,1,-1,-1,-1
62,2495,541.44,132.09,34.41,80.32,1,-1,-1,-1
