1,4,542.83,206.92,24.11,44.98,1,-1,-1,-1
1,3,456.54,213.43,25.13,57.53,1,-1,-1,-1
1,2,222.57,179.99,33.77,108.93,1,-1,-1,-1
1,1,286.55,154.14,71.34,167.33,1,-1,-1,-1
2,3,454.37,205.49,27.10,62.78,1,-1,-1,-1
2,2,220.76,176.96,34.97,113.39,1,-1,-1,-1
2,1,292.26,157.25,60.04,164.38,1,-1,-1,-1
3,3,453.35,204.50,27.79,66.75,1,-1,-1,-1
3,2,220.47,179.74,35.22,114.86,1,-1,-1,-1
3,1,298.30,156.82,54.91,165.68,1,-1,-1,-1
4,3,452.51,208.58,25.58,61.79,1,-1,-1,-1
4,2,220.49,182.59,35.15,113.41,1,-1,-1,-1
4,1,298.54,149.19,62.10,184.45,1,-1,-1,-1
5,3,450.67,212.22,23.94,56.53,1,-1,-1,-1
5,2,218.49,179.94,36.77,119.89,1,-1,-1,-1
5,1,302.66,146.79,62.68,186.86,1,-1,-1,-1
6,3,451.19,214.95,22.97,54.12,1,-1,-1,-1
6,2,217.75,180.82,37.33,116.80,1,-1,-1,-1
6,1,306.09,139.01,68.53,198.11,1,-1,-1,-1
7,3,450.63,217.47,28.56,63.15,1,-1,-1,-1
7,2,216.09,177.88,38.59,118.65,1,-1,-1,-1
7,1,304.63,136.65,74.82,206.25,1,-1,-1,-1
8,3,450.95,220.78,31.07,65.52,1,-1,-1,-1
8,2,214.20,174.95,40.25,122.45,1,-1,-1,-1
8,1,310.14,133.15,78.56,215.62,1,-1,-1,-1
9,3,449.57,219.27,28.69,62.39,1,-1,-1,-1
9,2,213.11,179.18,40.15,118.80,1,-1,-1,-1
9,1,312.40,136.24,79.57,210.70,1,-1,-1,-1
10,3,450.84,219.51,27.64,60.17,1,-1,-1,-1
10,2,216.80,178.45,38.71,120.82,1,-1,-1,-1
10,1,317.95,140.09,82.31,212.46,1,-1,-1,-1
11,3,451.68,217.43,29.02,60.80,1,-1,-1,-1
11,2,216.52,178.24,41.36,127.16,1,-1,-1,-1
11,1,324.95,138.52,85.68,220.32,1,-1,-1,-1
12,3,451.51,219.07,29.64,62.46,1,-1,-1,-1
12,2,218.06,178.17,42.25,134.04,1,-1,-1,-1
12,1,332.04,132.29,88.14,226.59,1,-1,-1,-1
13,3,453.84,218.43,28.64,61.78,1,-1,-1,-1
13,2,215.66,178.90,41.74,137.43,1,-1,-1,-1
13,1,340.82,128.81,89.26,231.15,1,-1,-1,-1
14,3,458.44,222.15,26.29,59.28,1,-1,-1,-1
14,2,216.45,178.08,44.47,138.58,1,-1,-1,-1
14,1,348.66,121.27,88.92,246.27,1,-1,-1,-1
15,7,592.44,223.66,21.71,28.49,1,-1,-1,-1
15,3,459.94,223.98,24.49,56.90,1,-1,-1,-1
15,2,217.36,175.78,41.88,141.86,1,-1,-1,-1
15,1,361.18,114.33,89.09,259.12,1,-1,-1,-1
16,7,592.06,221.11,24.32,33.31,1,-1,-1,-1
16,3,461.40,222.88,22.97,57.77,1,-1,-1,-1
16,2,219.02,175.76,40.89,143.12,1,-1,-1,-1
16,1,369.78,108.31,91.47,272.95,1,-1,-1,-1
17,7,591.14,217.67,25.85,35.09,1,-1,-1,-1
17,3,458.46,205.38,25.39,72.26,1,-1,-1,-1
17,2,217.66,172.69,46.86,148.58,1,-1,-1,-1
17,1,378.23,104.66,95.24,286.84,1,-1,-1,-1
18,2,214.59,171.96,46.55,152.62,1,-1,-1,-1
18,1,388.45,94.07,98.47,298.45,1,-1,-1,-1
19,2,214.94,170.01,53.72,156.40,1,-1,-1,-1
19,1,403.45,85.16,102.74,306.82,1,-1,-1,-1
20,2,212.35,165.73,56.43,159.74,1,-1,-1,-1
20,1,410.77,74.85,108.44,326.44,1,-1,-1,-1
21,2,208.56,164.20,54.66,162.09,1,-1,-1,-1
21,1,423.87,68.31,113.69,338.15,1,-1,-1,-1
22,2,206.65,163.03,54.38,167.80,1,-1,-1,-1
22,1,444.85,56.67,116.16,361.48,1,-1,-1,-1
23,2,202.43,160.30,56.99,171.19,1,-1,-1,-1
23,1,459.08,42.94,135.72,398.45,1,-1,-1,-1
24,2,196.11,155.26,59.14,176.23,1,-1,-1,-1
24,1,467.18,31.27,151.67,427.34,1,-1,-1,-1
25,2,192.28,151.44,60.77,184.21,1,-1,-1,-1
25,1,474.87,21.18,159.33,444.54,1,-1,-1,-1
26,2,190.34,149.52,64.13,192.42,1,-1,-1,-1
26,1,477.56,18.68,163.64,439.59,1,-1,-1,-1
27,2,184.39,144.46,65.85,199.74,1,-1,-1,-1
28,10,327.47,217.43,16.31,38.92,1,-1,-1,-1
